word,specfiles,rpms,as prefix,as suffix,meaning
public_suffix,1,2,0,1,
puma,1,2,0,1,
pundit,1,2,0,1,
rabl,1,2,0,1,
racc,1,2,0,1,
accept,1,2,0,1,
protection,1,2,0,1,
restful_submit,1,2,0,1,
deprecated_sanitizer,1,2,0,1,
observers,1,2,0,1,
rails_autolink,1,2,0,1,
rails_warden,1,2,0,1,
railties,1,2,0,1,
rainbow,1,2,0,1,
raindrops,1,2,0,1,
rbovirt,1,2,0,1,
rbvmomi,1,2,0,1,
rdiscount,1,2,0,1,
rdtool,1,2,0,1,
redcarpet,1,2,0,1,
request_store,1,2,0,1,
require_all,1,2,0,1,
responders,1,2,0,1,
cleaner,1,2,0,1,
restr,1,1,0,1,
reststop,1,1,0,1,
rgen,1,2,0,1,
rhc,1,2,0,1,
riddle,1,2,0,1,
riot,1,2,0,1,
rkerberos,1,2,0,1,
rots,1,2,0,1,
rouge,1,2,0,1,
rsolr,1,2,0,1,
its,1,2,0,1,
longrun,1,2,0,1,
pending_for,1,2,0,1,
rttool,1,2,0,1,
rubeyond,1,2,0,1,
hmac,1,1,0,1,
ruby2ruby,1,2,0,1,
ruby_engine,1,2,0,1,
ruby_parser,1,2,0,1,
ruby_version,1,2,0,1,
rubyforge,1,2,0,1,
rubypants,1,2,0,1,
rubyzip,1,2,0,1,
rufus,1,1,0,0,
rugged,1,2,0,1,
safe_yaml,1,2,0,1,
scoped_search,1,2,0,1,
scrub_rb,1,2,0,1,
scruffy,1,2,0,1,
sdoc,1,2,0,1,
webdriver,1,2,0,1,
sequel,1,2,0,1,
serialport,1,2,0,1,
settingslogic,1,2,0,1,
sexp_processor,1,2,0,1,
shellany,1,2,0,1,
shindo,1,2,0,1,
shotgun,1,2,0,1,
matchers,1,2,0,1,
sigdump,1,2,0,1,
cross_origin,1,2,0,1,
slop,1,2,0,1,
watcher,1,2,0,0,
sprite,1,2,0,0,
sshkey,1,2,0,1,
state_machine,1,2,0,1,
syck,1,2,0,1,
temple,1,2,0,1,
test_declarative,1,2,0,1,
thinking,1,2,0,0,
thor,1,2,0,1,
thread_order,1,2,0,1,
thread_safe,1,2,0,1,
tilt,1,2,0,1,
tiltout,1,2,0,1,
tins,1,2,0,1,
treetop,1,2,0,1,
trollop,1,2,0,1,
ttfunk,1,2,0,1,
typhoeus,1,2,0,1,
tzinfo,1,2,0,1,
uglifier,1,2,0,1,
unf,1,2,0,1,
display_width,1,2,0,1,
uuidtools,1,2,0,1,
vegas,1,2,0,1,
virtus,1,2,0,1,
warden,1,2,0,1,
webmock,1,2,0,1,
webrat,1,2,0,1,
webrobots,1,2,0,1,
whiskey_disk,1,2,0,1,
wikicloth,1,2,0,1,
wirb,1,2,0,1,
yell,1,2,0,1,
zoom,1,2,0,1,
rubypick,1,1,0,0,
rudesocket,1,2,1,0,
rumor,1,1,0,0,
rundoc,1,2,1,0,
rusers,1,2,1,0,
rvm,1,3,2,0,
rwall,1,2,1,0,
rwho,1,1,0,0,
rwhoisd,1,2,1,0,
rxjava,1,2,1,0,
rxtx,1,1,0,0,
256color,1,2,0,1,
rzip,1,1,0,0,
sK1,1,1,0,0,
saab,1,1,1,0,
sablecc,1,1,0,0,
sac,1,2,1,0,
saclib,1,2,1,0,
safecopy,1,1,0,0,
safekeep,1,3,3,0,
safelease,1,1,0,0,
saga,1,3,2,0,
sagator,1,3,2,0,
webq,1,1,0,1,
sage,1,2,1,0,
sagemath,1,21,20,0,
conway_polynomials,1,1,0,1,
elliptic_curves,1,1,0,1,
etc,1,1,0,1,
polytopes_db,1,1,0,1,
rubiks,1,1,0,1,
sagetex,1,1,0,1,
saidar,1,1,0,0,
sailcut,1,1,0,0,
sakura,1,1,0,0,
samcoupe,1,1,1,0,
rom,1,1,0,1,
samdump2,1,1,0,0,
samefile,1,1,0,0,
samtools,1,3,2,0,
samyak,1,6,6,0,
frontends,1,1,0,1,
sanlk,1,1,1,0,
reset,1,1,0,1,
saoimage,1,1,0,0,
saphire,1,2,1,0,
sar2,1,1,0,0,
sarai,1,1,1,0,
sassc,1,1,0,0,
sasutils,1,1,0,0,
sat4j,1,1,0,0,
pager,1,1,0,1,
saxpath,1,2,1,0,
sbc,1,2,1,0,
sbinary,1,2,1,0,
client2,1,3,0,1,
fsvol,1,3,0,1,
nfsv3,1,2,0,1,
nfsv4,1,2,0,1,
params,1,2,0,1,
sysfs,1,2,0,1,
indication_helper,1,2,0,1,
sfcCommon,1,2,0,1,
sfcc,1,2,0,1,
hba,1,1,0,1,
wbemcli,1,1,0,1,
sbt,1,1,0,0,
scalacheck,1,2,1,0,
scalapack,1,7,7,0,
scalasca,1,4,3,0,
scalaz,1,2,1,0,
scalpel,1,1,0,0,
scamp,1,1,0,0,
scamper,1,2,1,0,
scannotation,1,2,1,0,
scanssh,1,1,0,0,
scantailor,1,1,0,0,
scapy,1,1,0,0,
schedtool,1,1,0,0,
schismtracker,1,1,0,0,
schroedinger,1,2,1,0,
schroot,1,1,0,0,
scilab,1,4,3,0,
additional,1,1,0,1,
amharic,1,1,0,1,
scite,1,1,0,0,
scitools,1,2,1,0,
scmxx,1,1,0,0,
scorched3d,1,1,0,0,
scorchwentbonkers,1,1,0,0,
scorep,1,7,6,0,
scout,1,1,0,0,
scpio,1,1,0,0,
scponly,1,1,0,0,
projects,1,1,0,1,
screenfetch,1,1,0,0,
screengrab,1,1,0,0,
screenruler,1,1,0,0,
scrot,1,1,0,0,
scrub,1,1,0,0,
scythia,1,1,0,0,
sdcc,1,2,1,0,
sdcv,1,1,0,0,
sdformat,1,3,2,0,
sdlhack,1,1,0,0,
sdljava,1,3,2,0,
sdparm,1,1,0,0,
seabios,1,2,1,0,
adventures,1,1,0,1,
sharing,1,1,0,1,
seavgabios,1,1,1,0,
seaview,1,1,0,0,
sediment,1,1,0,0,
sedutil,1,1,0,0,
seeker,1,1,0,0,
seekwatcher,1,1,0,0,
seivot,1,1,0,0,
semweb4j,1,12,11,0,
rdf2go,1,2,0,0,
sesame,1,1,0,1,
rdfreactor,1,4,0,0,
senamirmir,1,11,11,0,
washra,1,11,0,0,
fantuwua,1,1,0,0,
hiwua,1,1,0,0,
jiret,1,1,0,0,
tint,1,1,0,0,
wookianos,1,1,0,0,
yebse,1,1,0,0,
yigezu,1,2,0,0,
bisrat,1,2,0,0,
goffer,1,1,0,0,
zelan,1,1,0,0,
sendKindle,1,1,0,0,
sendxmpp,1,1,0,0,
sepolicy_analysis,1,1,0,0,
seq24,1,1,0,0,
seqan,1,3,2,0,
serafettin,1,1,1,0,
cartoon,1,1,0,0,
serd,1,2,1,0,
serdisplib,1,3,2,0,
seren,1,1,0,0,
sergueis,1,1,1,0,
destiny,1,1,0,1,
serp,1,2,1,0,
setools,1,6,5,0,
analyses,1,1,0,1,
setserial,1,1,0,0,
setuptool,1,1,0,0,
sevmgr,1,3,2,0,
sextractor,1,1,0,0,
sezpoz,1,2,1,0,
sfact,1,2,1,0,
sflphone,1,6,6,0,
sfntly,1,2,1,0,
sfxr,1,1,0,0,
sg3_utils,1,3,2,0,
sgabios,1,2,1,0,
sgpio,1,1,0,0,
sha2,1,2,1,0,
sha3sum,1,1,0,0,
shadowsintolight,1,1,1,0,
shairplay,1,3,2,0,
targets,1,1,0,1,
sharpfont,1,2,1,0,
sharpziplib,1,3,2,0,
shcov,1,1,0,0,
shedskin,1,1,0,0,
shflags,1,1,0,0,
shiboken,1,3,2,0,
shigofumi,1,1,0,0,
shinken,1,7,6,0,
shiny,1,2,1,0,
shippy,1,3,2,0,
shiro,1,16,16,0,
hasher,1,1,0,1,
shntool,1,1,0,0,
shortrpm,1,1,0,0,
shrinkpdf,1,1,0,0,
nio2,1,2,0,2,
shtool,1,1,0,0,
shunit2,1,1,0,0,
shutter,1,1,0,0,
sicktoolbox,1,3,2,0,
sidplayfp,1,1,0,0,
siege,1,1,0,0,
commonshttp4,1,1,0,1,
fx2lafw,1,1,0,1,
nonfree,1,1,0,1,
sigscheme,1,2,1,0,
sigul,1,3,2,0,
abyssinica,1,1,0,0,
andika,1,1,0,0,
doulos,1,1,0,0,
lateef,1,1,0,0,
mingzat,1,1,0,0,
nuosu,1,1,0,0,
padauk,1,2,0,0,
scheherazade,1,1,0,0,
silkscreen,1,3,3,0,
expanded,1,1,0,0,
silvia,1,2,1,0,
sim,1,1,0,0,
simarrange,1,1,0,0,
simcoupe,1,1,0,0,
simcrs,1,3,2,0,
simdock,1,1,0,0,
simfqt,1,3,2,0,
simh,1,1,0,0,
simon,1,4,3,0,
mtpfs,1,1,0,1,
simplevalidation,1,2,1,0,
simspark,1,2,1,0,
since,1,1,0,0,
sinfo,1,1,0,0,
sing,1,1,0,0,
singularity,1,2,1,0,
sipcalc,1,1,0,0,
sipp,1,1,0,0,
sipsak,1,1,0,0,
sipwitch,1,8,7,0,
forward,1,1,0,1,
scripting,1,1,0,1,
subscriber,1,1,0,1,
sir,1,1,0,0,
sirius,1,1,0,0,
sispmctl,1,1,0,0,
mojos,1,2,0,1,
sj,1,3,3,0,
delphine,1,1,0,0,
stevehand,1,1,0,0,
sjasm,1,1,0,0,
sjinn,1,1,0,0,
sk2py,1,1,0,0,
skanlite,1,1,0,0,
skeinforge,1,2,1,0,
sketch,1,1,0,0,
ski,1,3,2,0,
skinlf,1,1,0,0,
skipfish,1,1,0,0,
skkdic,1,1,0,0,
sks,1,1,0,0,
skstream,1,2,1,0,
skychart,1,4,3,0,
dso,1,1,0,1,
stars,1,1,0,1,
skylable,1,4,4,0,
skyviewer,1,1,0,0,
slang,1,3,2,0,
slsh,1,1,0,1,
slashem,1,1,0,0,
sleuthkit,1,3,2,0,
jdk14,1,1,0,1,
slib,1,1,0,0,
slimdata,1,2,1,0,
sloccount,1,1,0,0,
slock,1,1,0,0,
slowhttptest,1,1,0,0,
slrn,1,2,1,0,
slv2,1,2,1,0,
smack,1,17,16,0,
bosh,1,1,0,1,
provided,1,1,0,1,
smaclient,1,1,0,0,
smartmontools,1,1,0,0,
smartsim,1,1,0,0,
smb4k,1,1,0,0,
smbldap,1,1,1,0,
smc,1,8,8,0,
anjalioldlipi,1,1,0,0,
dyuthi,1,1,0,0,
kalyani,1,1,0,0,
meera,1,1,0,0,
rachana,1,1,0,0,
raghumalayalam,1,1,0,0,
suruma,1,1,0,0,
smem,1,1,0,0,
smesh,1,3,2,0,
smokegen,1,2,1,0,
smokeqt,1,2,1,0,
smp_utils,1,3,2,0,
sms_ntsc,1,3,2,0,
smtpping,1,1,0,0,
snakeyaml,1,2,1,0,
snes_ntsc,1,3,2,0,
sng,1,1,0,0,
sni,1,1,1,0,
snifflib,1,2,1,0,
snip,1,2,1,0,
snmp4j,1,2,1,0,
snmpcheck,1,1,0,0,
snmptt,1,1,0,0,
snoopy,1,2,1,0,
snotes,1,1,0,0,
snowball,1,2,2,0,
snownews,1,1,0,0,
sobby,1,1,0,0,
socat,1,1,0,0,
soci,1,11,10,0,
sockperf,1,1,0,0,
sofia,1,5,5,0,
solaar,1,2,1,0,
solarwolf,1,1,0,0,
soletta,1,36,35,0,project name
metatype,1,2,0,0,
am2315,1,1,0,1,
calamari,1,1,0,1,
grove,1,1,0,1,
jhd1313m1,1,1,0,1,
led,1,1,0,0,
oic,1,1,0,1,
piezo,1,1,0,0,
speaker,1,1,0,1,
servo,1,1,0,0,
motor,1,1,0,1,
thingspeak,1,1,0,1,
pin,1,2,0,0,
edison,1,1,0,1,
galileo,1,1,0,1,
solfege,1,1,0,0,
solr3,1,2,1,0,
sombok,1,2,1,0,
bootstrapper,1,1,0,1,
cobertura,1,1,0,0,
colorizer,1,1,0,1,
cpd,1,1,0,0,
dbcleaner,1,1,0,0,
duplications,1,1,0,1,
sonic,1,1,1,0,
visualiser,1,1,0,1,
sooperlooper,1,1,0,0,
soprano,1,3,2,0,
sopwith,1,1,0,0,
sord,1,2,1,0,
soscleaner,1,1,0,0,
juicer,1,1,0,1,
acoustic,1,1,0,1,
freedesktop,1,1,0,1,
soundconverter,1,1,0,0,
soundkonverter,1,1,0,0,
soundmodem,1,2,1,0,
soundtouch,1,2,1,0,
soundtracker,1,1,0,0,
spacechart,1,1,0,0,
spacecmd,1,1,0,0,
spacefm,1,2,1,0,
Faenza,1,1,0,1,
spacenavd,1,1,0,0,
spamass,1,2,2,0,
FuzzyOcr,1,1,0,1,
spampd,1,1,0,0,
spamprobe,1,1,0,0,
spandsp,1,3,2,0,
sparcy,1,1,0,0,
sparsehash,1,1,1,0,
spasm,1,1,1,0,
spatial4j,1,2,1,0,
spax,1,1,0,0,
spdlog,1,1,1,0,
specialelite,1,1,1,0,
specto,1,1,0,0,
spectrwm,1,1,0,0,
speexdsp,1,2,1,0,
sphinxbase,1,4,3,0,
spicctrl,1,1,0,0,
vdagent,1,1,0,1,
xpi,1,1,0,1,
spill,1,1,0,0,
spindown,1,1,0,0,
splat,1,1,0,0,
splint,1,1,0,0,
splix,1,1,0,0,
spnavcfg,1,1,0,0,
spock,1,2,2,0,
spooky,1,2,2,0,
spor,1,1,0,0,
aop,1,1,0,1,
hateoas,1,2,0,1,
instrument,1,1,0,1,
oxm,1,1,0,1,
webmvc,1,2,0,1,
springlobby,1,1,0,0,
spymemcached,1,2,1,0,
sqlcli,1,1,0,0,
sqlgrey,1,1,0,0,
sqlitebrowser,1,1,0,0,
sqliteman,1,1,0,0,
sqljet,1,2,1,0,
sqlninja,1,1,0,0,
sqlsh,1,1,0,0,
squashfs,1,1,1,0,
squeal,1,1,0,0,
squidGuard,1,1,0,0,
squirrel,1,3,2,0,
squirrelmail,1,1,0,0,
sratom,1,2,1,0,
srcpd,1,1,0,0,
srecord,1,2,1,0,
srp_daemon,1,1,0,0,
sscep,1,1,0,0,
sselp,1,1,0,0,
installkeys,1,1,0,1,
sshpass,1,1,0,0,
sshrc,1,1,0,0,
sshuttle,1,1,0,0,
ssldump,1,1,0,0,
sslext,1,2,1,0,
sslh,1,1,0,0,
sslogger,1,2,1,0,
slogd,1,1,0,1,
sslscan,1,1,0,0,
sslsplit,1,1,0,0,
sslstrip,1,1,0,0,
ssmtp,1,1,0,0,
ssss,1,1,0,0,
staden,1,2,2,0,
io_lib,1,2,0,1,
stalonetray,1,1,0,0,
star,1,1,0,0,
starcal,1,1,0,0,
cs_CZ,1,1,0,1,
gliese3,1,1,0,1,
yale5,1,1,0,1,
startup,1,2,2,0,
statgrab,1,1,0,0,
statserial,1,1,0,0,
stax2,1,2,2,0,
staxmapper,1,2,1,0,
staxmate,1,2,1,0,
stbi,1,2,1,0,
stdair,1,3,2,0,
steadyflow,1,1,0,0,
steghide,1,1,0,0,
stgit,1,1,0,0,
sticky,1,1,1,0,
stlsplit,1,2,1,0,
stoken,1,4,4,0,
stompclt,1,1,0,0,
stonevpn,1,1,0,0,
storhaug,1,3,2,0,
stormbaancoureur,1,1,0,0,
stow,1,2,1,0,
stratagus,1,2,1,0,
streamtuner,1,1,0,0,
stringtemplate4,1,2,1,0,
stripesnoop,1,1,0,0,
stud,1,1,0,0,
stxxl,1,3,2,0,
sub2srt,1,1,0,0,
subdownloader,1,1,0,0,
subethasmtp,1,2,1,0,
subnetcalc,1,1,0,0,
subtitleeditor,1,1,0,0,
sucrack,1,1,0,0,
savant,1,1,0,1,
abacus,1,1,0,1,
analyze,1,1,0,1,
artwork,1,1,0,1,
calendario,1,1,0,1,
castle,1,1,0,1,
chat,1,1,0,1,
colordeducto,1,1,0,1,
cp,1,12,0,0,
modemconfiguration,1,1,0,1,
webaccount,1,1,0,1,
datastore,1,1,0,1,
deducto,1,1,0,1,
finance,1,1,0,1,
flip,1,1,0,1,
flipsticks,1,1,0,1,
fototoon,1,1,0,1,
fractionbounce,1,1,0,1,
getiabooks,1,1,0,1,
hello,1,1,0,0,
world,1,1,0,1,
imageviewer,1,1,0,1,
implode,1,1,0,1,
infoslicer,1,1,0,1,
jukebox,1,1,0,1,
kuku,1,1,0,1,
locosugar,1,1,0,1,
maze,1,1,0,1,
measure,1,1,0,1,
memorize,1,1,0,1,
pippy,1,1,0,1,
playgo,1,1,0,1,
portfolio,1,1,0,1,
pukllanapac,1,1,0,1,
recall,1,1,0,1,
record,1,1,0,1,
ruler,1,1,0,1,
srilanka,1,1,0,1,
starchart,1,1,0,1,
story,1,1,0,1,
turtleart,1,1,0,1,
visualmatch,1,1,0,1,
xoeditor,1,1,0,1,
xoirc,1,1,0,1,
xomail,1,1,0,1,
yupana,1,1,0,1,
suitesparse,1,4,3,0,
summain,1,1,0,0,
sumwars,1,2,1,0,
sundials,1,19,18,0,
sunflow,1,2,1,0,
sunwait,1,1,0,0,
sunxi,1,1,1,0,
superkaramba,1,2,1,0,
superkb,1,1,0,0,
superlu_dist,1,5,5,0,
supermin,1,2,1,0,
supernova,1,2,1,0,
supertux,1,1,0,0,
gribble,1,1,0,1,
meetbot,1,1,0,1,
surfraw,1,1,0,0,
surl,1,1,0,0,
sushi,1,1,0,0,
svgsalamander,1,2,1,0,
svn2cl,1,1,0,0,
svncpp,1,2,1,0,
svnkit,1,4,3,0,
svnmailer,1,2,1,0,
svrcore,1,2,1,0,
svxlink,1,1,1,0,
swagger,1,11,11,0,
validations,1,1,0,1,
mule,1,1,0,1,
swaks,1,1,0,0,
swami,1,3,2,0,
swarp,1,2,1,0,
swatch,1,1,0,0,
swatchbooker,1,1,0,0,
swell,1,1,1,0,
foop,1,1,0,1,
swiften,1,2,1,0,
swingx,1,2,1,0,
switchdesk,1,2,1,0,
switcheroo,1,1,1,0,
swizzle,1,6,5,0,
jirareport,1,1,0,1,
sxc,1,8,7,0,
sxhkd,1,1,0,0,
sylfilter,1,2,1,0,
sylpheed,1,3,2,0,
symlinks,1,1,0,0,
symmetrica,1,3,2,0,
sympol,1,3,2,0,
sympow,1,1,0,0,
synaptic,1,1,0,0,
kpm,1,1,0,1,
trayicon,1,1,0,1,
syncevolution,1,6,5,0,
synfig,1,2,1,0,
synfigstudio,1,2,1,0,
synopsis,1,4,3,0,
idl,1,1,0,1,
sysbench,1,1,0,0,
sysconftool,1,1,0,0,
sysfsutils,1,1,0,0,
sysprof,1,3,2,0,
sysreporter,1,1,0,0,
sysstat,1,1,0,0,
rootpassword,1,1,0,1,
displaymanager,1,2,0,1,
bootchart,1,1,0,1,
t1lib,1,4,3,0,
t1utils,1,1,0,0,
t4k_common,1,2,1,0,
taarich,1,1,0,0,
tabish,1,1,1,0,
eeyek,1,1,0,0,
tachyon,1,5,4,0,
tack,1,1,0,0,
tagainijisho,1,11,10,0,
taggle,1,2,1,0,
taginfo,1,1,0,0,
tagtool,1,1,0,0,
taipeifonts,1,1,0,0,
incrementalbuild,1,2,0,1,
lifecycle,1,2,0,1,
tali,1,1,0,0,
tang,1,2,1,0,
tapkee,1,3,3,0,
tarantool,1,2,1,0,
targetcli,1,1,0,0,
taskd,1,1,0,0,
taxipilot,1,1,0,0,
tayga,1,1,0,0,
tboot,1,1,0,0,
tcalc,1,1,0,0,
tcd,1,1,1,0,
mysqltcl,1,1,0,1,
pgtcl,1,1,0,1,
tclnagios,1,1,0,1,
tclreadline,1,2,0,1,
tcludp,1,1,0,1,
tclvfs,1,1,0,1,
tclxml,1,3,0,1,
tileqt,1,1,0,1,
tkpng,1,1,0,1,
tktreectrl,1,1,0,1,
togl,1,2,0,1,
trf,1,2,0,1,
tclabc,1,1,0,0,
tclap,1,2,1,0,
tcllib,1,1,0,0,
tclspice,1,1,0,0,
tcltls,1,2,1,0,
tclx,1,2,1,0,
tcmu,1,1,1,0,
tcp_wrappers,1,3,2,0,
tcpcrypt,1,3,2,0,
tcpdump,1,1,0,0,
tcpflow,1,1,0,0,
tcpick,1,1,0,0,
tcping,1,1,0,0,
tcpjunk,1,1,0,0,
tcplay,1,3,2,0,
tcpreen,1,1,0,0,
tcpreplay,1,1,0,0,
tcptrack,1,1,0,0,
tcputils,1,1,0,0,
tcpxtract,1,1,0,0,
tcsh,1,1,0,0,
tdom,1,2,1,0,
teal,1,1,0,0,
teamd,1,2,1,0,
teamgit,1,1,0,0,
techtalk,1,1,1,0,
pse,1,1,0,1,
teckit,1,2,1,0,
tecnoballz,1,1,0,0,
teem,1,3,2,0,
teeworlds,1,3,2,0,
teg,1,1,0,0,
tegrarcm,1,1,0,0,
telegramqml,1,1,0,0,
gabble,1,1,0,1,
haze,1,1,0,1,
mission,1,2,0,0,
rakia,1,1,0,1,
salut,1,1,0,1,
tellico,1,1,0,0,
tempest,1,3,2,0,
templates_parser,1,3,2,0,
tempus,1,2,2,0,
fugit,1,2,0,1,
tennix,1,1,0,0,
tepache,1,1,0,0,
tepsonic,1,1,0,0,
terminator,1,1,0,0,
terminology,1,1,0,0,
terminus,1,2,2,0,
termit,1,1,0,0,
terracotta,1,2,2,0,
teseq,1,1,0,0,
tesla,1,9,9,0,
afr,1,1,0,1,
amh,1,1,0,1,
aze,1,1,0,1,
aze_cyrl,1,1,0,1,
bel,1,1,0,1,
ben,1,1,0,1,
bod,1,1,0,1,
bos,1,1,0,1,
bul,1,1,0,1,
ceb,1,1,0,1,
ces,1,1,0,1,
chi_sim,1,1,0,1,
chi_tra,1,1,0,1,
cym,1,1,0,1,
dan,1,1,0,1,
dan_frak,1,1,0,1,
deu,1,1,0,1,
deu_frak,1,1,0,1,
dzo,1,1,0,1,
enm,1,1,0,1,
epo,1,1,0,1,
equ,1,1,0,1,
est,1,1,0,1,
eus,1,1,0,1,
fin,1,1,0,1,
fra,1,1,0,1,
frk,1,1,0,1,
frm,1,1,0,1,
glg,1,1,0,1,
guj,1,1,0,1,
hat,1,1,0,1,
heb,1,1,0,1,
hin,1,1,0,1,
hrv,1,1,0,1,
hun,1,1,0,1,
iku,1,1,0,1,
ind,1,1,0,1,
ita,1,1,0,1,
ita_old,1,1,0,1,
jav,1,1,0,1,
jpn,1,1,0,1,
kat,1,1,0,1,
kat_old,1,1,0,1,
kaz,1,1,0,1,
khm,1,1,0,1,
kir,1,1,0,1,
kor,1,1,0,1,
kur,1,1,0,1,
lav,1,1,0,1,
mal,1,1,0,1,
mar,1,1,0,1,
mkd,1,1,0,1,
msa,1,1,0,1,
mya,1,1,0,1,
nep,1,1,0,1,
nor,1,1,0,1,
ori,1,1,0,1,
pol,1,1,0,1,
por,1,1,0,1,
pus,1,1,0,1,
ron,1,1,0,1,
rus,1,1,0,1,
san,1,1,0,1,
sin,1,1,0,1,
slk,1,1,0,1,
slk_frak,1,1,0,1,
slv,1,1,0,1,
spa,1,1,0,1,
spa_old,1,1,0,1,
sqi,1,1,0,1,
srp,1,1,0,1,
srp_latn,1,1,0,1,
swa,1,1,0,1,
swe,1,1,0,1,
syr,1,1,0,1,
tel,1,1,0,1,
tgk,1,1,0,1,
tgl,1,1,0,1,
tha,1,1,0,1,
tir,1,1,0,1,
tur,1,1,0,1,
uig,1,1,0,1,
urd,1,1,0,1,
uzb,1,1,0,1,
uzb_cyrl,1,1,0,1,
vie,1,1,0,1,
yid,1,1,0,1,
testdisk,1,1,0,0,
testoob,1,1,0,0,
testssl,1,1,0,0,
dvipost,1,1,0,1,
tetgen,1,3,2,0,
tetrinetx,1,1,0,0,
tetrominos,1,1,0,0,
texi2html,1,1,0,0,
texlive,1,5946,5928,0,project name
12many,1,2,0,1,
2up,1,2,0,1,
ESIEEcv,1,2,0,1,
FAQ,1,1,0,0,
GS1,1,2,0,1,
HA,1,2,0,0,
prosper,1,4,0,2,
IEEEconf,1,2,0,1,
IEEEtran,1,2,0,1,
MemoirChapStyles,1,1,0,0,
SIstyle,1,2,0,1,
SIunits,1,2,0,1,
Tabbing,1,2,0,1,
Type1fonts,1,1,0,0,
a0poster,1,2,0,1,
a2ping,1,2,0,1,
a4wide,1,2,0,1,
a5comb,1,2,0,1,
aastex,1,2,0,1,
abbr,1,2,0,1,
abntex2,1,2,0,1,
abraces,1,2,0,1,
abstyles,1,2,0,1,
academicons,1,2,0,1,
accfonts,1,3,0,1,
achemso,1,2,0,1,
acmart,1,2,0,1,
acmconf,1,2,0,1,
acro,1,2,0,1,
acronym,1,2,0,1,
acroterm,1,2,0,1,
actuarialangle,1,2,0,1,
addlines,1,2,0,1,
adfathesis,1,2,0,1,
adforn,1,2,0,1,
adfsymbols,1,2,0,1,
adhocfilelist,1,3,0,1,
adjmulticol,1,2,0,1,
adjustbox,1,2,0,1,
adobemapping,1,1,0,1,
adrconv,1,2,0,1,
adtrees,1,2,0,1,
advdate,1,2,0,1,
aecc,1,2,0,1,
aeguill,1,2,0,1,
afm2pl,1,2,0,1,
afparticle,1,2,0,1,
afthesis,1,2,0,1,
aguplus,1,2,0,1,
aiaa,1,2,0,1,
aichej,1,1,0,1,
ajl,1,1,0,1,
akktex,1,2,0,1,
akletter,1,2,0,1,
aleph,1,3,0,1,
alertmessage,1,2,0,1,
alg,1,2,0,1,
algorithm2e,1,2,0,1,
algorithmicx,1,2,0,1,
allrunes,1,2,0,1,
almfixed,1,2,0,1,
alnumsec,1,2,0,1,
alterqcm,1,2,0,1,
altfont,1,2,0,1,
ametsoc,1,2,0,1,
amsaddr,1,2,0,1,
amscls,1,2,0,1,
amsfonts,1,2,0,1,
amslatex,1,1,0,0,
primer,1,1,0,0,
amsldoc,1,2,0,0,
vn,1,2,0,0,
amsmath,1,3,0,1,
amsrefs,1,2,0,1,
amstex,1,3,0,1,
amsthdoc,1,1,0,0,
animate,1,2,0,1,
anonchap,1,2,0,1,
answers,1,2,0,1,
antiqua,1,2,0,1,
antomega,1,2,0,1,
antt,1,2,0,1,
anufinalexam,1,1,0,0,
anyfontsize,1,2,0,1,
anysize,1,2,0,1,
aobs,1,2,0,0,
tikz,1,28,0,3,
aomart,1,2,0,1,
apa6,1,2,0,1,
apa6e,1,2,0,1,
apacite,1,2,0,1,
apalike2,1,1,0,1,
apnum,1,2,0,1,
appendix,1,2,0,1,
appendixnumberbeamer,1,2,0,1,
apprends,1,1,0,0,
arabi,1,4,0,1,
arabluatex,1,2,0,1,
arabtex,1,2,0,1,
arabxetex,1,2,0,1,
serto,1,2,0,1,
arara,1,3,0,1,
archaeologie,1,2,0,1,
archaic,1,2,0,1,
arcs,1,2,0,1,
arev,1,2,0,1,
armtex,1,2,0,1,
bend,1,1,0,0,
arphic,1,2,0,1,
arrayjobx,1,2,0,1,
arraysort,1,2,0,1,
arsclassica,1,3,0,1,
articleingud,1,2,0,1,
arydshln,1,2,0,1,
asaetr,1,2,0,1,
asapsym,1,2,0,1,
ascelike,1,2,0,1,
asciilist,1,2,0,1,
askmaps,1,2,0,1,
aspectratio,1,2,0,1,
assignment,1,2,0,1,
assoccnt,1,2,0,1,
asyfig,1,2,0,1,
asypictureb,1,2,0,1,
attachfile,1,2,0,1,
augie,1,2,0,1,
auncial,1,2,0,0,
aurical,1,2,0,1,
authoraftertitle,1,2,0,1,
authorindex,1,3,0,1,
autoarea,1,2,0,1,
autonum,1,2,0,1,
autopdf,1,2,0,1,
autosp,1,2,0,0,
avantgar,1,1,0,1,
avremu,1,2,0,1,
b1encoding,1,2,0,1,
albanian,1,2,0,1,
bahasa,1,2,0,1,
basque,1,9,0,3,
belarusian,1,2,0,1,
bosnian,1,2,0,1,
breton,1,4,0,2,
bulgarian,1,7,0,3,
catalan,1,5,0,3,
croatian,1,5,0,3,
czech,1,6,0,3,
danish,1,7,0,4,
dutch,1,8,0,4,
english,1,9,0,4,
esperanto,1,5,0,3,
estonian,1,6,0,3,
finnish,1,6,0,3,
french,1,15,0,7,
friulan,1,3,0,2,
galician,1,5,0,3,
german,1,12,0,6,
greek,1,10,0,3,
hungarian,1,4,0,2,
interlingua,1,3,0,2,
irish,1,7,0,4,
italian,1,10,0,4,
kurmanji,1,3,0,2,
latvian,1,3,0,2,
macedonian,1,2,0,1,
norsk,1,4,0,2,
occitan,1,5,0,3,
